day,month,year,air_temperature,wind_speed,wind_direction,pollutant_concentration,,,,,,,,,,,
1,1,11,2.2000000000000002,3.7000000000000002,31.800000000000001,15.98729,,,,,,,,,,,
1,1,12,1.6000000000000001,3.3999999999999999,27.199999999999999,17.30322,,,,,,,,,,,
1,1,13,1.3999999999999999,3.2999999999999998,26.199999999999999,13.596730000000001,,,,,,,,,,,
1,1,14,1.6000000000000001,3.5,29.899999999999999,16.09947,,,,,,,,,,,
1,1,15,2,3.3999999999999999,33.700000000000003,25.804179999999999,,,,,,,,,,,
1,1,16,2.3999999999999999,3.2000000000000002,37.899999999999999,24.863859999999999,,,,,,,,,,,
1,1,17,1.8,3.2000000000000002,46.399999999999999,19.726929999999999,,,,,,,,,,,
1,1,18,1,2.7000000000000002,42.600000000000001,22.876809999999999,,,,,,,,,,,
1,1,19,1.1000000000000001,3.3999999999999999,39.600000000000001,23.439900000000002,,,,,,,,,,,
1,1,20,0.90000000000000002,3.5,37.299999999999997,24.88175,,,,,,,,,,,
1,1,21,1,3.7999999999999998,39.399999999999999,17.481639999999999,,,,,,,,,,,
1,1,22,1.3,4.0999999999999996,43.299999999999997,15.33527,,,,,,,,,,,
1,1,23,1.6000000000000001,4.5,42.899999999999999,12.65977,,,,,,,,,,,
2,1,0,1.3999999999999999,4.0999999999999996,31.899999999999999,8.8012300000000003,,,,,,,,,,,
2,1,1,1.2,4.5,33.200000000000003,7.1642400000000004,,,,,,,,,,,
2,1,2,1.2,4.7000000000000002,29.5,5.7256099999999996,,,,,,,,,,,
2,1,3,1.2,5,29.399999999999999,5.7099200000000003,,,,,,,,,,,
2,1,4,1.3999999999999999,5.2999999999999998,32.100000000000001,5.6942300000000001,,,,,,,,,,,
2,1,5,1.8,5.5,35.100000000000001,9.6921999999999997,,,,,,,,,,,
2,1,6,2.2999999999999998,5.7000000000000002,37.200000000000003,11.937469999999999,,,,,,,,,,,
2,1,7,2.5,5.7999999999999998,38.399999999999999,13.5396,,,,,,,,,,,
2,1,8,2.7999999999999998,6.0999999999999996,40.200000000000003,15.032970000000001,,,,,,,,,,,
2,1,9,3.2000000000000002,6.2999999999999998,42.600000000000001,17.08268,,,,,,,,,,,
2,1,10,3.5,6.2999999999999998,45.799999999999997,15.668799999999999,,,,,,,,,,,
2,1,11,3.7999999999999998,6.2999999999999998,48.899999999999999,15.084210000000001,,,,,,,,,,,
2,1,12,3.8999999999999999,6,50.399999999999999,14.839499999999999,,,,,,,,,,,
2,1,13,3.6000000000000001,5.7999999999999998,50.299999999999997,16.961379999999998,,,,,,,,,,,
2,1,14,3.6000000000000001,5.5999999999999996,50.600000000000001,17.051300000000001,,,,,,,,,,,
2,1,15,3.5,5.7000000000000002,49,16.123709999999999,,,,,,,,,,,
2,1,16,3.2000000000000002,5.5,47.5,17.80217,,,,,,,,,,,
2,1,17,2.3999999999999999,5,42,20.046410000000002,,,,,,,,,,,
2,1,18,2.1000000000000001,5.0999999999999996,40.299999999999997,20.68852,,,,,,,,,,,
2,1,19,1.8,5.0999999999999996,36.899999999999999,16.671700000000001,,,,,,,,,,,
2,1,20,2,5.0999999999999996,38,15.49207,,,,,,,,,,,
2,1,21,1.5,4.7999999999999998,34.100000000000001,14.07086,,,,,,,,,,,
2,1,22,0.90000000000000002,4.7000000000000002,35.700000000000003,10.765180000000001,,,,,,,,,,,
2,1,23,0.59999999999999998,4.9000000000000004,27.399999999999999,10.91159,,,,,,,,,,,
3,1,0,0.80000000000000004,4.5999999999999996,29.300000000000001,8.4081399999999995,,,,,,,,,,,
3,1,1,0.5,5,30.199999999999999,5.7560399999999996,,,,,,,,,,,
3,1,2,0.40000000000000002,5,32.299999999999997,4.4000599999999999,,,,,,,,,,,
3,1,3,0.40000000000000002,4.9000000000000004,32.899999999999999,4.7904200000000001,,,,,,,,,,,
3,1,4,0.40000000000000002,4.9000000000000004,32.799999999999997,6.2518500000000001,,,,,,,,,,,
3,1,5,0.59999999999999998,5.0999999999999996,32.100000000000001,9.9296100000000003,,,,,,,,,,,
3,1,6,1,5.4000000000000004,31.899999999999999,15.12738,,,,,,,,,,,
3,1,7,1.3999999999999999,5.5999999999999996,31,22.998570000000001,,,,,,,,,,,
3,1,8,1.7,5.7000000000000002,31.199999999999999,22.469709999999999,,,,,,,,,,,
3,1,9,2.2999999999999998,6.0999999999999996,31.199999999999999,23.704059999999998,,,,,,,,,,,
3,1,10,2.5,6.0999999999999996,32.200000000000003,21.156140000000001,,,,,,,,,,,
3,1,11,2.8999999999999999,5.7999999999999998,29.699999999999999,18.068090000000002,,,,,,,,,,,
3,1,12,2.8999999999999999,5.9000000000000004,30.899999999999999,21.993549999999999,,,,,,,,,,,
3,1,13,2.7999999999999998,5.5999999999999996,31.199999999999999,21.546500000000002,,,,,,,,,,,
3,1,14,2.2999999999999998,5.2000000000000002,32.399999999999999,19.65016,,,,,,,,,,,
3,1,15,1.8999999999999999,5.0999999999999996,31.5,21.005510000000001,,,,,,,,,,,
3,1,16,1.5,4.7999999999999998,30,22.51426,,,,,,,,,,,
3,1,17,1.3,4.7000000000000002,28.899999999999999,18.372990000000001,,,,,,,,,,,
3,1,18,1.2,4.7999999999999998,28.600000000000001,20.760580000000001,,,,,,,,,,,
3,1,19,1.2,4.7999999999999998,29.699999999999999,20.923690000000001,,,,,,,,,,,
3,1,20,1.2,4.9000000000000004,30.5,19.66264,,,,,,,,,,,
3,1,21,1.2,4.7999999999999998,31.600000000000001,12.901339999999999,,,,,,,,,,,
3,1,22,1.7,4.7999999999999998,35,11.883319999999999,,,,,,,,,,,
3,1,23,2.2000000000000002,4.9000000000000004,37.600000000000001,9.6387400000000003,,,,,,,,,,,
4,1,0,2.5,4.5999999999999996,26.600000000000001,7.2380899999999997,,,,,,,,,,,
4,1,1,2.5,4.7000000000000002,30.5,6.6845999999999997,,,,,,,,,,,
4,1,2,2.6000000000000001,5,32.399999999999999,6.3595899999999999,,,,,,,,,,,
4,1,3,2.7000000000000002,4.9000000000000004,36.299999999999997,5.5499599999999996,,,,,,,,,,,
4,1,4,3.1000000000000001,4.9000000000000004,43.299999999999997,7.5608599999999999,,,,,,,,,,,
4,1,5,2.7000000000000002,4.5,32.799999999999997,10.49986,,,,,,,,,,,
4,1,6,1.8999999999999999,4.0999999999999996,32.600000000000001,14.3864,,,,,,,,,,,
4,1,7,1.3,3.6000000000000001,34.100000000000001,20.125309999999999,,,,,,,,,,,
4,1,8,0.80000000000000004,3.2999999999999998,33.5,25.627050000000001,,,,,,,,,,,
4,1,9,1.3,3.2000000000000002,36.399999999999999,24.829709999999999,,,,,,,,,,,
4,1,10,1.3999999999999999,2.5,34.200000000000003,29.84168,,,,,,,,,,,
4,1,11,1.8999999999999999,2.3999999999999999,30.800000000000001,22.197690000000001,,,,,,,,,,,
4,1,13,4.0999999999999996,3.7999999999999998,32.399999999999999,23.41602,,,,,,,,,,,
4,1,14,3.2000000000000002,3.2000000000000002,29.199999999999999,19.067430000000002,,,,,,,,,,,
4,1,15,1.6000000000000001,2.5,18.800000000000001,23.789819999999999,,,,,,,,,,,
4,1,16,0.5,2.5,9.6999999999999993,30.390809999999998,,,,,,,,,,,
4,1,17,0.40000000000000002,2.7999999999999998,8,37.912680000000002,,,,,,,,,,,
4,1,18,0.10000000000000001,2.7999999999999998,1.3,34.31729,,,,,,,,,,,
4,1,19,-0.59999999999999998,2.3999999999999999,354.89999999999998,36.19594,,,,,,,,,,,
4,1,20,-1.3,2.1000000000000001,351.5,34.487200000000001,,,,,,,,,,,
4,1,21,-1.6000000000000001,2.3999999999999999,349.80000000000001,32.342529999999996,,,,,,,,,,,
4,1,22,-1.6000000000000001,2.7000000000000002,348.10000000000002,32.799019999999999,,,,,,,,,,,
4,1,23,-1.6000000000000001,2.7999999999999998,351.39999999999998,32.753320000000002,,,,,,,,,,,
5,1,0,-0.10000000000000001,2,349.80000000000001,24.878769999999999,,,,,,,,,,,
5,1,1,-0.69999999999999996,2.2999999999999998,348.69999999999999,18.457249999999998,,,,,,,,,,,
5,1,2,-1.2,2.6000000000000001,354.60000000000002,18.043119999999998,,,,,,,,,,,
5,1,3,-1.6000000000000001,2.5,353.69999999999999,19.171479999999999,,,,,,,,,,,
5,1,4,-2,2.3999999999999999,352.69999999999999,23.192509999999999,,,,,,,,,,,
5,1,5,-2.5,2.2000000000000002,342.5,30.698989999999998,,,,,,,,,,,
5,1,6,-2.8999999999999999,2.2000000000000002,334.89999999999998,47.130929999999999,,,,,,,,,,,
5,1,7,-3.2000000000000002,2.1000000000000001,330,53.113529999999997,,,,,,,,,,,
5,1,8,-3.1000000000000001,2.2000000000000002,327.39999999999998,59.082790000000003,,,,,,,,,,,
5,1,9,-0.90000000000000002,2.3999999999999999,333,62.977559999999997,,,,,,,,,,,
5,1,10,0.59999999999999998,2.2000000000000002,321.39999999999998,57.016710000000003,,,,,,,,,,,
5,1,11,1.3999999999999999,2.2999999999999998,319.69999999999999,59.550060000000002,,,,,,,,,,,
5,1,12,1.7,2.2999999999999998,318.19999999999999,55.621420000000001,,,,,,,,,,,
5,1,13,1.3,2.1000000000000001,316.19999999999999,64.150840000000002,,,,,,,,,,,
5,1,14,0.20000000000000001,1.7,292.39999999999998,61.108249999999998,,,,,,,,,,,
5,1,15,-1.2,2.1000000000000001,279.5,50.511069999999997,,,,,,,,,,,
5,1,16,-1.8999999999999999,2.1000000000000001,280.30000000000001,62.873739999999998,,,,,,,,,,,
5,1,17,-2.2999999999999998,2.2999999999999998,285.30000000000001,61.11544,,,,,,,,,,,
5,1,18,-2.6000000000000001,2.2000000000000002,285.30000000000001,53.079540000000001,,,,,,,,,,,
5,1,19,-3,2.1000000000000001,280.10000000000002,51.403530000000003,,,,,,,,,,,
5,1,20,-3.2999999999999998,2.2000000000000002,273.80000000000001,50.667810000000003,,,,,,,,,,,
5,1,21,-3.7000000000000002,2.1000000000000001,272.30000000000001,48.95749,,,,,,,,,,,
5,1,22,-4,2,263.5,49.074390000000001,,,,,,,,,,,
5,1,23,-4,2,262,43.26323,,,,,,,,,,,
6,1,0,-2.2999999999999998,2,253.19999999999999,48.542490000000001,,,,,,,,,,,
6,1,1,-3.2000000000000002,1.7,256.10000000000002,40.013309999999997,,,,,,,,,,,
6,1,2,-3.7999999999999998,1.8,249.69999999999999,36.924230000000001,,,,,,,,,,,
6,1,3,-4.2999999999999998,1.6000000000000001,250.69999999999999,35.904760000000003,,,,,,,,,,,
6,1,4,-4.7000000000000002,1.5,253.80000000000001,34.106949999999998,,,,,,,,,,,
6,1,5,-5,1.3999999999999999,248.90000000000001,37.819020000000002,,,,,,,,,,,
6,1,6,-5,1.1000000000000001,237.19999999999999,43.135260000000002,,,,,,,,,,,
6,1,7,-5.2000000000000002,0.59999999999999998,232.19999999999999,54.324039999999997,,,,,,,,,,,
6,1,8,-5.5,0.5,213.90000000000001,41.662700000000001,,,,,,,,,,,
6,1,9,-3.2999999999999998,0.29999999999999999,355.60000000000002,40.10989,,,,,,,,,,,
6,1,10,-0.90000000000000002,0.80000000000000004,104.40000000000001,44.520310000000002,,,,,,,,,,,
6,1,11,0.90000000000000002,1.2,88.200000000000003,44.825290000000003,,,,,,,,,,,
6,1,12,1.8999999999999999,1.3999999999999999,69.900000000000006,40.810899999999997,,,,,,,,,,,
6,1,13,2.3999999999999999,1.5,85.5,43.67897,,,,,,,,,,,
6,1,14,1.8999999999999999,1.3999999999999999,76,45.033200000000001,,,,,,,,,,,
6,1,15,-0.20000000000000001,2,51.299999999999997,47.530549999999998,,,,,,,,,,,
6,1,16,-1.5,2.1000000000000001,45.100000000000001,42.174970000000002,,,,,,,,,,,
6,1,17,-2.2000000000000002,2,42.799999999999997,47.867010000000001,,,,,,,,,,,
6,1,18,-2.7000000000000002,2.2999999999999998,30.300000000000001,42.067300000000003,,,,,,,,,,,
6,1,19,-2.7000000000000002,2.2999999999999998,24.100000000000001,37.940730000000002,,,,,,,,,,,
6,1,20,-2.7999999999999998,2.2999999999999998,27,36.078989999999997,,,,,,,,,,,
6,1,21,-2.6000000000000001,2.2999999999999998,18.899999999999999,30.448560000000001,,,,,,,,,,,
6,1,22,-2.7000000000000002,2.2999999999999998,20.899999999999999,33.749139999999997,,,,,,,,,,,
6,1,23,-3,2.2000000000000002,22,28.863589999999999,,,,,,,,,,,
7,1,0,-1.8999999999999999,2.1000000000000001,21.100000000000001,21.39142,,,,,,,,,,,
7,1,1,-2.3999999999999999,2.2000000000000002,17.399999999999999,17.571390000000001,,,,,,,,,,,
7,1,2,-2.7000000000000002,2.2999999999999998,15.6,14.16052,,,,,,,,,,,
7,1,3,-2.7000000000000002,2.3999999999999999,18.5,13.980180000000001,,,,,,,,,,,
7,1,4,-2.7999999999999998,2.5,20.199999999999999,15.911709999999999,,,,,,,,,,,
7,1,5,-3,2.2999999999999998,24.199999999999999,15.486190000000001,,,,,,,,,,,
7,1,6,-3.2000000000000002,2.2999999999999998,23.300000000000001,26.924399999999999,,,,,,,,,,,
7,1,7,-3.5,2.2000000000000002,18.100000000000001,30.115189999999998,,,,,,,,,,,
7,1,8,-3.6000000000000001,1.8999999999999999,19.399999999999999,29.092449999999999,,,,,,,,,,,
7,1,9,-1.1000000000000001,2,26,34.394849999999998,,,,,,,,,,,
7,1,10,1,1.3999999999999999,37.700000000000003,34.157049999999998,,,,,,,,,,,
7,1,11,2.7000000000000002,1.3,31.199999999999999,39.155920000000002,,,,,,,,,,,
7,1,12,3.7000000000000002,1.3999999999999999,26.699999999999999,55.301130000000001,,,,,,,,,,,
7,1,13,3.8999999999999999,1.3,24.699999999999999,55.11956,,,,,,,,,,,
7,1,14,3.1000000000000001,1.3,9.3000000000000007,48.158239999999999,,,,,,,,,,,
7,1,15,0.69999999999999996,1.8999999999999999,359.10000000000002,59.684759999999997,,,,,,,,,,,
7,1,16,-0.5,2,354.89999999999998,65.576970000000003,,,,,,,,,,,
7,1,17,-1.7,1.7,350.80000000000001,68.687079999999995,,,,,,,,,,,
7,1,18,-2.5,1.7,339.5,73.992450000000005,,,,,,,,,,,
7,1,19,-3.1000000000000001,1.7,317,70.657020000000003,,,,,,,,,,,
7,1,20,-3.6000000000000001,2,312.39999999999998,61.478580000000001,,,,,,,,,,,
7,1,21,-3.8999999999999999,1.8,303.5,55.075620000000001,,,,,,,,,,,
7,1,22,-4.2000000000000002,1.8,296.10000000000002,43.871009999999998,,,,,,,,,,,
7,1,23,-4.5,1.8999999999999999,292.89999999999998,41.330869999999997,,,,,,,,,,,
1,1,0,-2.5,1.8999999999999999,278.80000000000001,38.838859999999997,,,,,,,,,,,
1,1,1,-3.3999999999999999,1.8999999999999999,267,29.086099999999998,,,,,,,,,,,
1,1,2,-3.7999999999999998,2.1000000000000001,271.5,30.317740000000001,,,,,,,,,,,
1,1,3,-4.0999999999999996,2,281.69999999999999,22.740220000000001,,,,,,,,,,,
1,1,4,-4.5,1.8999999999999999,280.10000000000002,23.395630000000001,,,,,,,,,,,
1,1,5,-4.7999999999999998,2,279.69999999999999,22.7041,,,,,,,,,,,
1,1,6,-4.7999999999999998,2,274.80000000000001,31.487590000000001,,,,,,,,,,,
1,1,7,-5,2,266.30000000000001,29.291530000000002,,,,,,,,,,,
1,1,8,-4.4000000000000004,2,271.10000000000002,32.92839,,,,,,,,,,,
1,1,9,-1.5,2.2000000000000002,287.19999999999999,38.05865,,,,,,,,,,,
1,1,10,0.69999999999999996,2,280.80000000000001,36.903880000000001,,,,,,,,,,,
1,1,11,2.3999999999999999,2.1000000000000001,284,49.029200000000003,,,,,,,,,,,
1,1,12,3.5,2.1000000000000001,279.10000000000002,48.860810000000001,,,,,,,,,,,
1,1,13,3.7999999999999998,2.2000000000000002,284,46.183540000000001,,,,,,,,,,,
1,1,14,3.2999999999999998,1.7,265.39999999999998,49.931190000000001,,,,,,,,,,,
1,1,15,1.3,2.2000000000000002,240.30000000000001,48.535589999999999,,,,,,,,,,,
1,1,16,1.1000000000000001,2.2000000000000002,252.5,49.412140000000001,,,,,,,,,,,
1,1,17,1.7,2.5,268.39999999999998,53.666759999999996,,,,,,,,,,,
1,1,18,1.7,2.6000000000000001,271.10000000000002,56.227550000000001,,,,,,,,,,,
1,1,19,1,2.3999999999999999,266.80000000000001,57.752600000000001,,,,,,,,,,,
1,1,20,-0.20000000000000001,2.1000000000000001,253.30000000000001,50.988660000000003,,,,,,,,,,,
1,1,21,-0.80000000000000004,2.3999999999999999,252.09999999999999,46.519880000000001,,,,,,,,,,,
1,1,22,-0.90000000000000002,2.3999999999999999,252.69999999999999,41.491639999999997,,,,,,,,,,,
1,1,23,-1.1000000000000001,2.3999999999999999,261.39999999999998,40.159529999999997,,,,,,,,,,,
2,1,0,-0.69999999999999996,2.5,245.5,38.323979999999999,,,,,,,,,,,
2,1,1,-1,2.6000000000000001,247.69999999999999,29.74494,,,,,,,,,,,
2,1,2,-1.2,2.3999999999999999,246.5,25.84986,,,,,,,,,,,
2,1,3,-1.1000000000000001,3,250.30000000000001,25.886399999999998,,,,,,,,,,,
2,1,4,-1,3,255.5,29.118320000000001,,,,,,,,,,,
2,1,5,-0.90000000000000002,3.1000000000000001,258.60000000000002,30.277200000000001,,,,,,,,,,,
2,1,6,0.59999999999999998,3.3999999999999999,254.69999999999999,50.029879999999999,,,,,,,,,,,
2,1,7,1.8999999999999999,3.7000000000000002,254.90000000000001,63.276000000000003,,,,,,,,,,,
2,1,8,2.3999999999999999,4,254.19999999999999,66.586500000000001,,,,,,,,,,,
2,1,9,2.8999999999999999,3.8999999999999999,254.69999999999999,66.532809999999998,,,,,,,,,,,
2,1,10,3.6000000000000001,4.4000000000000004,253.5,66.015299999999996,,,,,,,,,,,
2,1,11,4.0999999999999996,4.2999999999999998,261.60000000000002,62.466200000000001,,,,,,,,,,,
2,1,12,5.2999999999999998,5.2000000000000002,276.69999999999999,60.051279999999998,,,,,,,,,,,
2,1,13,5.5,5.7999999999999998,280.80000000000001,67.718369999999993,,,,,,,,,,,
2,1,14,5.9000000000000004,6.0999999999999996,279.69999999999999,56.649799999999999,,,,,,,,,,,
2,1,15,6,5.2999999999999998,267.10000000000002,61.312049999999999,,,,,,,,,,,
2,1,16,6.2999999999999998,5,264.39999999999998,61.622529999999998,,,,,,,,,,,
2,1,17,6.7000000000000002,5.5999999999999996,267.19999999999999,53.147060000000003,,,,,,,,,,,
2,1,18,7.0999999999999996,5.7999999999999998,270.69999999999999,48.858049999999999,,,,,,,,,,,
2,1,19,7.5,6.5,272.80000000000001,46.334899999999998,,,,,,,,,,,
2,1,20,7.7999999999999998,6.5,272,36.535679999999999,,,,,,,,,,,
2,1,21,8.0999999999999996,6.0999999999999996,274.60000000000002,31.621500000000001,,,,,,,,,,,
2,1,22,8.3000000000000007,5.7999999999999998,281.19999999999999,31.856359999999999,,,,,,,,,,,
2,1,23,8.4000000000000004,5.5,279.89999999999998,25.869869999999999,,,,,,,,,,,
3,1,0,8.6999999999999993,6.5999999999999996,266.89999999999998,17.381129999999999,,,,,,,,,,,
3,1,1,9.0999999999999996,7.0999999999999996,271.60000000000002,13.292160000000001,,,,,,,,,,,
3,1,2,9.1999999999999993,6.9000000000000004,280.30000000000001,10.640169999999999,,,,,,,,,,,
3,1,3,9.3000000000000007,6.7000000000000002,287.89999999999998,14.12678,,,,,,,,,,,
3,1,4,9.0999999999999996,5.5,295.5,16.5441,,,,,,,,,,,
3,1,5,8.9000000000000004,4.5,301.69999999999999,28.874749999999999,,,,,,,,,,,
3,1,6,8,3.5,308.30000000000001,38.245899999999999,,,,,,,,,,,
3,1,7,6.5999999999999996,3,310.10000000000002,25.70853,,,,,,,,,,,
3,1,8,5.4000000000000004,2.3999999999999999,332.89999999999998,26.879639999999998,,,,,,,,,,,
3,1,9,5.7999999999999998,2.8999999999999999,18.699999999999999,31.820119999999999,,,,,,,,,,,
3,1,10,5.0999999999999996,3.8999999999999999,358.30000000000001,29.70599,,,,,,,,,,,
3,1,11,4.5999999999999996,3.2999999999999998,349.69999999999999,29.116,,,,,,,,,,,
3,1,12,4.7999999999999998,2.7000000000000002,350.80000000000001,29.840789999999998,,,,,,,,,,,
3,1,13,5.5999999999999996,2.7999999999999998,352.80000000000001,32.102220000000003,,,,,,,,,,,
3,1,14,4.7999999999999998,2.2999999999999998,347.10000000000002,30.17239,,,,,,,,,,,
3,1,15,2.2999999999999998,1.8,326.10000000000002,26.028189999999999,,,,,,,,,,,
3,1,16,0.59999999999999998,2,310.69999999999999,24.934999999999999,,,,,,,,,,,
3,1,17,-0.59999999999999998,2.1000000000000001,299.89999999999998,48.734470000000002,,,,,,,,,,,
3,1,18,-1.5,2.1000000000000001,293.5,48.348179999999999,,,,,,,,,,,
3,1,19,-2.2999999999999998,2.1000000000000001,298.80000000000001,62.4983,,,,,,,,,,,
3,1,20,-2.7000000000000002,2.3999999999999999,301.69999999999999,63.574420000000003,,,,,,,,,,,
3,1,21,-3.2999999999999998,2.2000000000000002,303.10000000000002,68.386889999999994,,,,,,,,,,,
3,1,22,-3.7999999999999998,2.2000000000000002,304.19999999999999,65.083070000000006,,,,,,,,,,,
3,1,23,-4.2000000000000002,2.2999999999999998,297.80000000000001,62.876150000000003,,,,,,,,,,,
4,1,0,-0.29999999999999999,1.7,253.5,60.61627,,,,,,,,,,,
4,1,1,-1.2,2,253.5,56.729939999999999,,,,,,,,,,,
4,1,2,-1.3999999999999999,1.8999999999999999,262.39999999999998,55.059519999999999,,,,,,,,,,,
4,1,3,-1.7,1.7,245.59999999999999,48.550080000000001,,,,,,,,,,,
4,1,4,-1.6000000000000001,1.8,242.59999999999999,39.853050000000003,,,,,,,,,,,
4,1,5,-0.5,1.6000000000000001,227.69999999999999,38.551290000000002,,,,,,,,,,,
4,1,6,0.5,1.3,231.80000000000001,57.945860000000003,,,,,,,,,,,
4,1,7,1.2,1.5,235.59999999999999,59.94502,,,,,,,,,,,
4,1,8,1.8,1.5,235,57.470080000000003,,,,,,,,,,,
4,1,9,2.5,1.5,239,52.671370000000003,,,,,,,,,,,
4,1,10,2.8999999999999999,0.69999999999999996,224.30000000000001,67.453440000000001,,,,,,,,,,,
4,1,11,3.2999999999999998,1,219.80000000000001,62.946820000000002,,,,,,,,,,,
